0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.2,0.4,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0
0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0
0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,0.0,0.6,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0
0,0.0,0.0,0.6,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.4,0.4,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.0
0,0.0,0.0,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.4,0.0,0.0,0.4,0.2,0.4,0.0,0.4,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0
0,0.0,0.0,0.4,0.4,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.2,0.4,0.0,0.6,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.4,0.0
0,0.0,0.0,0.8,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.2,0.0,0.0,0.8,0.0,0.4,0.4,1.0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0
0,0.0,0.0,0.4,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.4,1.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
0,0.0,0.0,0.8,0.2,0.6,0.0,0.2,0.6,0.0,0.2,0.6,0.2,0.2,0.6,0.2,0.0,0.0,0.8,0.0,0.0,0.8,0.2,0.4,0.0,0.8,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.8,0.0
